doi,type,year,source,title
10.1109/PICMET.2001.951730,inproceedings,2001.0,PICMET '01. Portland International Conference on Management of Engineering and Technology. Proceedings Vol.1: Book of Summaries (IEEE Cat. No.01CH37199),Identifying an optimal start-up date for information technology projects: a real options approach
10.1109/USNC-URSI.2015.7303377,inproceedings,2015.0,2015 USNC-URSI Radio Science Meeting (Joint with AP-S Symposium),Enhanced transmission through metamaterial-lined subwavelength apertures
10.1109/IECEC.2002.1392153,inproceedings,2002.0,"IECEC '02. 2002 37th Intersociety Energy Conversion Engineering Conference, 2002.",Analysis of options for increasing pipeline capacity
10.1109/MI-STA54861.2022.9837509,inproceedings,2022.0,2022 IEEE 2nd International Maghreb Meeting of the Conference on Sciences and Techniques of Automatic Control and Computer Engineering (MI-STA),Studying of an Adaptive Unscented Kalman Filter as a Target Tracking Algorithm with Matlab Simulation
10.1109/ITCE.2018.8316596,inproceedings,2018.0,2018 International Conference on Innovative Trends in Computer Engineering (ITCE),Deep visual embedding for image classification
10.1109/SUMMA64428.2024.10803862,inproceedings,2024.0,"2024 6th International Conference on Control Systems, Mathematical Modeling, Automation and Energy Efficiency (SUMMA)",Detection of Dynamic Object by Multi-Agent Multicopter System Based on Thermal Motion Equivalent Method
10.23919/EMC.1996.10783911,inproceedings,1996.0,EMC'96 ROMA International Symposium on Electromagnetic Compatibility,Shielding Performance of Enclosures against near Field Sources
10.1109/ICA.2016.037,inproceedings,2016.0,2016 IEEE International Conference on Agents (ICA),Parameter Estimation of Multi-objective Reinforcement Learning to Reach Arbitrary Pareto Solution
10.1109/APMRC.2004.1521972,inproceedings,2004.0,"APMRC 2004 Asia-Pacific Magnetic Recording Conference, 2004.",Local heat transfer characteristics in HDD with ventilation hub
,inproceedings,2018.0,2018 IEEE/ACM 40th International Conference on Software Engineering: Companion (ICSE-Companion),Poster: Multimorphic Testing
10.1109/ICIEAM51226.2021.9446317,inproceedings,2021.0,"2021 International Conference on Industrial Engineering, Applications and Manufacturing (ICIEAM)",Estimating the Amplitude of Power Transformer Magnetizing Inrush Currents Caused by Geomagnetic Disturbances
10.1109/PES.2005.1489376,inproceedings,2005.0,"IEEE Power Engineering Society General Meeting, 2005",A method of load forecasting for January and February in China
,inproceedings,2008.0,2008 16th European Signal Processing Conference,Lossless compression of encrypted grey-level and color images
,inproceedings,2002.0,2002 11th European Signal Processing Conference,Estimation of the mixing matrix for underdetermined blind source separation using spectral estimation techniques
10.1109/JSEN.2006.884175,article,2006.0,IEEE Sensors Journal,Smart Electromagnetic Sensor for Buried Conductive Targets Identification
10.1109/78.790651,article,1999.0,IEEE Transactions on Signal Processing,Universal linear prediction by model order weighting
10.1109/34.713364,article,1998.0,IEEE Transactions on Pattern Analysis and Machine Intelligence,Unconstrained automatic image matching using multiresolutional critical-point filters
10.1049/ic:19990517,inproceedings,1999.0,"IEE Colloquium on Trget Tracking: Algorithms and Applications (Ref. No. 1999/090, 1999/215)",Group and extended object tracking
10.1109/ICASSP.2018.8462364,inproceedings,2018.0,"2018 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",A Generative Adversarial Network Based Framework for Unsupervised Visual Surface Inspection
10.1109/CLEO.2005.201830,inproceedings,2005.0,"(CLEO). Conference on Lasers and Electro-Optics, 2005.",Tunable all-optical delays via Brillouin slow light in an optical fiber
10.1103/PhysRevLett.84.806,inproceedings,2000.0,Quantum Electronics and Laser Science Conference (QELS 2000). Technical Digest. Postconference Edition. TOPS Vol.40 (IEEE Cat. No.00CH37089),Vortex formation in a stirred Bose-Einstein condensate
10.1109/TMAG.1986.1064577,article,1986.0,IEEE Transactions on Magnetics,The MEG topography and the source model of abnormal neural activities associated with brain lesions
10.1109/IGARSS.2019.8899303,inproceedings,2019.0,IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium,Edge-Convolution Point Net for Semantic Segmentation of Large-Scale Point Clouds
10.1109/SEHC.2013.6602469,inproceedings,2013.0,2013 5th International Workshop on Software Engineering in Health Care (SEHC),Software engineering in health care: Is it really different? And how to gain impact
10.1109/CADCG.2007.4407918,inproceedings,2007.0,2007 10th IEEE International Conference on Computer-Aided Design and Computer Graphics,Quadratic Trigonometric Spline Curves with Multiple Shape Parameters
10.1109/IPAS50080.2020.9334963,inproceedings,2020.0,"2020 IEEE 4th International Conference on Image Processing, Applications and Systems (IPAS)",Analysis of Speckle Tracking Methods: Correlation and RF Interpolation
10.1109/ISIT.2014.6875348,inproceedings,2014.0,2014 IEEE International Symposium on Information Theory,Computations of linear rank inequalities on six variables
10.1109/ARTCom.2009.107,inproceedings,2009.0,2009 International Conference on Advances in Recent Technologies in Communication and Computing,Sender-Side Public Key Deniable Encryption Scheme
10.1109/TIECI.1976.351355,article,1976.0,IEEE Transactions on Industrial Electronics and Control Instrumentation,Digital Computer Simulation of an Adjustable-Speed Induction Motor Drive with a Cycloconverter-Type Thyristor-Commutator in the Rotor
10.1109/ICSMC.2005.1571350,inproceedings,2005.0,"2005 IEEE International Conference on Systems, Man and Cybernetics",Robot Clustering
10.1109/CACSD.1994.288907,inproceedings,1994.0,Proceedings of IEEE Symposium on Computer-Aided Control Systems Design (CACSD),Integrating control and software views in a CACE/CASE toolset
10.1109/AERO.2012.6187046,inproceedings,2012.0,2012 IEEE Aerospace Conference,Development and testing of a rotary percussive Sample Acquisition Tool
10.1109/CISS.2008.4558704,inproceedings,2008.0,2008 42nd Annual Conference on Information Sciences and Systems,A DTN packet forwarding scheme inspired by thermodynamics
10.1109/IJCNN.1991.155162,inproceedings,1991.0,IJCNN-91-Seattle International Joint Conference on Neural Networks,Sound localization with a neural network trained with the multiple extended Kalman algorithm
10.1109/TMAG.1978.1059802,article,1978.0,IEEE Transactions on Magnetics,Bits and genes: A comparison of the natural storage of information in DNA and digital magnetic recording
10.1109/NEBC.1991.154551,inproceedings,1991.0,Proceedings of the 1991 IEEE Seventeenth Annual Northeast Bioengineering Conference,An artificial neural network for studying binaural sound localization
10.1109/ICIP.2016.7532423,inproceedings,2016.0,2016 IEEE International Conference on Image Processing (ICIP),Sparsity based super resolution using color channel constraints
10.1109/TVLSI.2009.2035508,article,2011.0,IEEE Transactions on Very Large Scale Integration (VLSI) Systems,A Digitally Testable $\Sigma-\Delta$ Modulator Using the Decorrelating Design-for-Digital-Testability
10.1109/VCIP49819.2020.9301783,inproceedings,2020.0,2020 IEEE International Conference on Visual Communications and Image Processing (VCIP),Video Anomaly Detection Using Open Data Filter and Domain Adaptation
10.1109/OMEMS.2002.1031485,inproceedings,2002.0,IEEE/LEOS International Conference on Optical MEMs,Optical coherence tomography: technology and applications
10.1109/CICC.1990.124785,inproceedings,1990.0,IEEE Proceedings of the Custom Integrated Circuits Conference,A reconfigurable content addressable memory
10.1109/TIECI.1975.351302,article,1975.0,IEEE Transactions on Industrial Electronics and Control Instrumentation,Analog Computer Simulation of an Adjustable-Speed Induction Motor Drive with a Cycloconverter-Type Thyristor-Commutator in the Rotor
10.1109/R10-HTC.2017.8289087,inproceedings,2017.0,2017 IEEE Region 10 Humanitarian Technology Conference (R10-HTC),Brain-drive: A smart driver for controlling digital appliances using cognitive command
10.1109/ISIC.1993.397705,inproceedings,1993.0,Proceedings of 8th IEEE International Symposium on Intelligent Control,Fuzzy inference and the control of flexible robotic manipulators
10.1109/INTLEC.2008.4664043,inproceedings,2008.0,INTELEC 2008 - 2008 IEEE 30th International Telecommunications Energy Conference,A novel PFC circuit for three-phase utilizing a single switching device
10.1002/j.1538-7305.1968.tb01076.x,article,1968.0,The Bell System Technical Journal,“Mental holography”: Stereograms portraying ambiguously perceivable surfaces
10.1109/UPEC.2007.4469021,inproceedings,2007.0,2007 42nd International Universities Power Engineering Conference,Harmonic distortion and reactive power compensation in single phase power systems using orthogonal transformation technique
10.1109/ROBOSOFT.2018.8404888,inproceedings,2018.0,2018 IEEE International Conference on Soft Robotics (RoboSoft),Touch and see: Physical interactions stimulating patterns in artificial cephalopod skin
10.1109/MILCOM.2005.1605740,inproceedings,2005.0,MILCOM 2005 - 2005 IEEE Military Communications Conference,Cascade: a Ka-band smallsat system providing global movement of extremely large data files
10.1109/IGARSS.2004.1368567,inproceedings,2004.0,IGARSS 2004. 2004 IEEE International Geoscience and Remote Sensing Symposium,Design of spectral channels for hyperspectral image classification
10.23919/URSIGASS57860.2023.10265615,inproceedings,2023.0,2023 XXXVth General Assembly and Scientific Symposium of the International Union of Radio Science (URSI GASS),Aperture efficiency of beamforming with mutual coupling in SKA-Low stations
10.1109/CDC.1998.758536,inproceedings,1998.0,Proceedings of the 37th IEEE Conference on Decision and Control (Cat. No.98CH36171),Control consistency and hierarchically accelerated dynamic programming
10.1109/APUSNCURSINRSM.2017.8072069,inproceedings,2017.0,2017 IEEE International Symposium on Antennas and Propagation & USNC/URSI National Radio Science Meeting,Electromagnetic wave amplification based on dispersion engineered intraband photonic transitions
10.1109/CLEOE-EQEC.2009.5191776,inproceedings,2009.0,CLEO/Europe - EQEC 2009 - European Conference on Lasers and Electro-Optics and the European Quantum Electronics Conference,Ablation of pristine and radiation exposed CR-39 polymer using a 157nm laser
10.1109/ICITACEE.2015.7437818,inproceedings,2015.0,"2015 2nd International Conference on Information Technology, Computer, and Electrical Engineering (ICITACEE)",Harmonics reduction using LLCL filter on residential loads 450 VA and 900 VA in Central Java-Indonesia
10.1109/TAC.1986.1104422,article,1986.0,IEEE Transactions on Automatic Control,Minimax linear smoothing for capacities: The case of correlated signals and noise
10.1109/ICIP.2001.958981,inproceedings,2001.0,Proceedings 2001 International Conference on Image Processing (Cat. No.01CH37205),DWT based non-parametric texture modeling
10.1109/DEXA.2009.69,inproceedings,2009.0,2009 20th International Workshop on Database and Expert Systems Application,Identification of Surgery Indicators by Mining Hospital Data: A Preliminary Study
10.1109/TASC.2024.3519078,article,2025.0,IEEE Transactions on Applied Superconductivity,Development of a Zero-Flux Hall Current Sensor Dedicated for Large-Current Measurement of Superconducting Cable
10.1109/ISSCC.2013.6487597,inproceedings,2013.0,2013 IEEE International Solid-State Circuits Conference Digest of Technical Papers,ES2: “batteries not included.” - How little is enough for real energy autonomy?
,inproceedings,2019.0,Smart Systems Integration; 13th International Conference and Exhibition on Integration Issues of Miniaturized Systems,Atom Chip technology for use under UHV conditions
,inproceedings,2009.0,4th International Telecommunication - Energy special conference,Improved PFC Circuit for Three-Phase Single Switch Having Auxiliary Capacitors
10.1109/ULTSYM.2003.1293174,inproceedings,2003.0,"IEEE Symposium on Ultrasonics, 2003",Focusing nondiffracting BAW transducer
10.1109/ICASSP.1989.266888,inproceedings,1989.0,"International Conference on Acoustics, Speech, and Signal Processing,",Superresolution based on the use of deterministic physical modelling
,inproceedings,2009.0,"2009 International Radar Conference ""Surveillance for a Safer World"" (RADAR 2009)",SAR Image classification using textural modeling
10.1109/ULTSYM.2017.8092007,inproceedings,2017.0,2017 IEEE International Ultrasonics Symposium (IUS),SAW correlators on GaN
10.1109/TA.1964.4319637,article,1964.0,IEEE Transactions on Aerospace,Evaluating Reliability without Specific Test Data
10.1109/20.250783,article,1993.0,IEEE Transactions on Magnetics,Use of the vector magnetic potential concept and very high precision computation software to study the electromagnetic fields of accelerated charged particles
10.1109/IVESC.2010.5644366,inproceedings,2010.0,2010 8th International Vacuum Electron Sources Conference and Nanocarbon,Characterization of electron bunches from a diamond current amplifier
10.1162/comj_a_00580,article,2021.0,Computer Music Journal,Sonification of a 3-D Spider Web and Reconstitution for Musical Composition Using Granular Synthesis
10.1109/CSTIC58779.2023.10219385,inproceedings,2023.0,2023 China Semiconductor Technology International Conference (CSTIC),A Multi-Step Sraf to Improve Process Windows in Metal Layer
,inproceedings,2016.0,2016 3rd International Conference on Computing for Sustainable Global Development (INDIACom),Quantum cryptanalysis using digital ant in pervasive environment
10.1109/VCIP.2011.6115951,inproceedings,2011.0,2011 Visual Communications and Image Processing (VCIP),Multiple-image compressed encryption and decryption by compressive holography
10.1093/mnras/stz700,article,2019.0,Monthly Notices of the Royal Astronomical Society,Fast radio bursts as synchrotron maser emission from decelerating relativistic blast waves
10.1109/INTMAG.2015.7156643,inproceedings,2015.0,2015 IEEE International Magnetics Conference (INTERMAG),Coupling heat with magnetization
10.1109/MEMSYS.2019.8870733,inproceedings,2019.0,2019 IEEE 32nd International Conference on Micro Electro Mechanical Systems (MEMS),Piezoelectret Mechanocatalysts for Direct Water Splitting via Ultrasonication
10.1111/j.1365-246X.2006.03067.x,article,2006.0,Geophysical Journal International,Flexure with damage
10.1109/FiCloud58648.2023.00036,inproceedings,2023.0,2023 10th International Conference on Future Internet of Things and Cloud (FiCloud),Smart Query Sampling with Feature Coverage and Unsupervised Machine Learning
10.1109/ULTSYM.2017.8092365,inproceedings,2017.0,2017 IEEE International Ultrasonics Symposium (IUS),SAW correlators on GaN
10.1109/ICEMS.2009.5382953,inproceedings,2009.0,2009 International Conference on Electrical Machines and Systems,A novel PFC buck chopper for single-phase with single switching device
10.1109/ICASSP49660.2025.10888983,inproceedings,2025.0,"ICASSP 2025 - 2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",MalImgDA: Diffusion-based Data Augmentation for Long-tailed Malware Family Classification
10.1109/ICAICA50127.2020.9182554,inproceedings,2020.0,2020 IEEE International Conference on Artificial Intelligence and Computer Applications (ICAICA),On Study of Intelligent Control Methods for a Bionic Dolphin Based on Sensory Feedback CPG Model
10.1109/CLEOPR.2007.4391209,inproceedings,2007.0,2007 Conference on Lasers and Electro-Optics - Pacific Rim,"High Speed, Ultrahigh Resolution Optical Coherence Tomography"
10.1109/PLASMA.2017.8496060,inproceedings,2017.0,2017 IEEE International Conference on Plasma Science (ICOPS),Modeling of Ion Thruster Plume and Backflow Using PIC-DSMC Approach With Multiple GPUs
10.1109/ACDSA59508.2024.10467643,inproceedings,2024.0,"2024 International Conference on Artificial Intelligence, Computer, Data Sciences and Applications (ACDSA)",Document Segmentation for Topic Modelling with Sentence Embeddings
10.1029/RS021i006p00929,article,1986.0,Radio Science,Solution for the fourth moment of waves propagating in random media
10.1109/ICRA46639.2022.9812285,inproceedings,2022.0,2022 International Conference on Robotics and Automation (ICRA),Learning Emergent Discrete Message Communication for Cooperative Reinforcement Learning
10.1109/ROBOSOFT.2018.8405366,inproceedings,2018.0,2018 IEEE International Conference on Soft Robotics (RoboSoft),Optimal learning and surface identification for terrestrial soft robots
10.1109/CVPR.2011.5995649,inproceedings,2011.0,CVPR 2011,Learning better image representations using ‘flobject analysis’
10.1109/AERO53065.2022.9843357,inproceedings,2022.0,2022 IEEE Aerospace Conference (AERO),It's Time for Focused In Situ Studies of Planetary Surface-Atmosphere Interactions
10.1109/IJCNN.2017.7965874,inproceedings,2017.0,2017 International Joint Conference on Neural Networks (IJCNN),Data analysis in Weitzenbock space
10.1109/TCT.1967.1082704,article,1967.0,IEEE Transactions on Circuit Theory,Compensation of Parasitic Capacitances in Broadband Filters
10.1109/ACCESS.2023.3315149,article,2023.0,IEEE Access,Innovative Fibromyalgia Detection Approach Based on Quantum-Inspired 3LBP Feature Extractor Using ECG Signal
10.1109/ICCSSE.1997.599874,inproceedings,1997.0,Proceedings of the Eighth Israeli Conference on Computer Systems and Software Engineering,An RPC-based methodology for client/server application development in C++
10.1109/NBiS.2011.50,inproceedings,2011.0,2011 14th International Conference on Network-Based Information Systems,A Programmable Networked Processing Node for 3D Brain Vessels Reconstruction
10.1109/CAIA.1991.120907,inproceedings,1991.0,[1991] Proceedings. The Seventh IEEE Conference on Artificial Intelligence Application,A platform for applying multiple machine learning strategies to the task of understanding gene structure
10.1109/TME.1963.4323058,article,1963.0,IEEE Transactions on Military Electronics,Spectral Scanning as a Mechanism of Color Vision
10.1109/ISSRE.2019.00011,inproceedings,2019.0,2019 IEEE 30th International Symposium on Software Reliability Engineering (ISSRE),Charting a Course Through Uncertain Environments: SEA Uses Past Problems to Avoid Future Failures
10.1109/ICRA57147.2024.10610166,inproceedings,2024.0,2024 IEEE International Conference on Robotics and Automation (ICRA),Environment-Modulated Self-Assembly by Changes in Modules’ Buoyancy
10.1109/JSEN.2025.3557776,article,2025.0,IEEE Sensors Journal,Temporal Consistency Semi-supervised Network for Quality Soft Sensing of Dual Sample Rate Ethylbenzene Distillation Process
10.1109/EDUCON45650.2020.9125299,inproceedings,2020.0,2020 IEEE Global Engineering Education Conference (EDUCON),”Should I Add ’Computer Science Education’ to My TinderTM-Bio?”: An Investigation of Teacher Candidates’ Stereotyping
10.1109/CloudNet62863.2024.10815901,inproceedings,2024.0,2024 IEEE 13th International Conference on Cloud Networking (CloudNet),Analysis of Received Power Entropy Interdependence in B5G/6G Radio Cell
10.1111/j.1365-2966.2010.17926.x,article,2011.0,Monthly Notices of the Royal Astronomical Society,Localized plumes in three-dimensional compressible magnetoconvection
10.1093/mnras/stw691,article,2016.0,Monthly Notices of the Royal Astronomical Society,The minimum mass of detectable planets in protoplanetary discs and the derivation of planetary masses from high-resolution observations
10.1109/WSC48552.2020.9383855,inproceedings,2020.0,2020 Winter Simulation Conference (WSC),Generating Hypotheses on Prehistoric Cultural Transformation with Agent-Based Evolutionary Simulation
10.1093/mnras/stt726,article,2013.0,Monthly Notices of the Royal Astronomical Society,Tidal resonance locks in inspiraling white dwarf binaries
10.1109/TAP.2025.3546110,article,2025.0,IEEE Transactions on Antennas and Propagation,Ray Launching-Based Computation of Exact Paths with Noisy Dense Point Clouds
10.1109/PVSC.2011.6186256,inproceedings,2011.0,2011 37th IEEE Photovoltaic Specialists Conference,Optical coating technology developed for advanced flexible solar space power applications
10.1109/ACCESS.2023.3329473,article,2023.0,IEEE Access,An Astute Automaton Model for Objects Extraction Using Outer Totality Cellular Automata (OTCA)
10.1109/TIM.2024.3481581,article,2024.0,IEEE Transactions on Instrumentation and Measurement,Pseudosupervision With Contrast–Separation Awareness in Endoscopy Image Segmentation
10.1109/TEMC.2005.853161,article,2005.0,IEEE Transactions on Electromagnetic Compatibility,Lightning induced disturbances in buried Cables-part I: theory
10.1109/TVCG.2018.2864503,article,2019.0,IEEE Transactions on Visualization and Computer Graphics,Visual Abstraction of Large Scale Geospatial Origin-Destination Movement Data
10.1109/TG.2018.2816806,article,2019.0,IEEE Transactions on Games,Learning of Behavior Trees for Autonomous Agents
10.1109/TRO.2007.904903,article,2007.0,IEEE Transactions on Robotics,Human-Oriented Interaction With an Anthropomorphic Robot
10.1109/TSG.2015.2442837,article,2016.0,IEEE Transactions on Smart Grid,A Machine Learning Approach to Meter Placement for Power Quality Estimation in Smart Grid
10.1109/TPAMI.2017.2728788,article,2018.0,IEEE Transactions on Pattern Analysis and Machine Intelligence,Learning and Inferring “Dark Matter” and Predicting Human Intents and Trajectories in Videos
10.1162/evco.1999.7.3.231,article,1999.0,Evolutionary Computation,"The Gambler's Ruin Problem, Genetic Algorithms, and the Sizing of Populations"
10.1109/TCST.2020.2976036,article,2021.0,IEEE Transactions on Control Systems Technology,"Nonlinear Double-Capacitor Model for Rechargeable Batteries: Modeling, Identification, and Validation"
10.1109/TSE.2022.3158252,article,2023.0,IEEE Transactions on Software Engineering,GPT2SP: A Transformer-Based Agile Story Point Estimation Approach
10.1109/ICT.2006.331335,inproceedings,2006.0,2006 25th International Conference on Thermoelectrics,Transient Behavior Study of Thermoelectric Generators through an Electro-thermal Model Using SPICE
10.1109/ICRA46639.2022.9812001,inproceedings,2022.0,2022 International Conference on Robotics and Automation (ICRA),TransGrasp: A Multi-Scale Hierarchical Point Transformer for 7-DoF Grasp Detection
10.1109/TWC.2008.06011,article,2008.0,IEEE Transactions on Wireless Communications,Optimal Diversity Performance of Space Time Block Codes in Correlated Distributed MIMO Channels
10.1109/TWC.2021.3073692,article,2021.0,IEEE Transactions on Wireless Communications,Millimeter Wave MIMO-OFDM With Index Modulation: A Pareto Paradigm on Spectral- Energy Efficiency Trade-Off
10.1109/TGRS.2023.3266799,article,2023.0,IEEE Transactions on Geoscience and Remote Sensing,Spatial-Spectral Dual Back-Projection Network for Pansharpening
10.1109/JIOT.2023.3245096,article,2023.0,IEEE Internet of Things Journal,R-VLCP: Channel Modeling and Simulation in Retroreflective Visible Light Communication and Positioning Systems
10.1109/TIM.2021.3096285,article,2021.0,IEEE Transactions on Instrumentation and Measurement,Optimization of Thermal-Wave Radar Thermography by Transverse Heat Flow Suppression Technique for Accurate Defect Detection of CFRP Laminates
10.1109/CVPR.2012.6247747,inproceedings,2012.0,2012 IEEE Conference on Computer Vision and Pattern Recognition,Seeded watershed cut uncertainty estimators for guided interactive segmentation
10.1109/TEMC.1977.303517,article,1977.0,IEEE Transactions on Electromagnetic Compatibility,Low-Frequency Shielding Effectiveness of a Double Cylinder Enclosure
10.23919/ACC53348.2022.9867350,inproceedings,2022.0,2022 American Control Conference (ACC),Model Predictive Control Strategies for Optimized mHealth Interventions for Physical Activity
10.1109/ICASSP.2019.8682331,inproceedings,2019.0,"ICASSP 2019 - 2019 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",Unsupervised Melody Style Conversion
10.1109/ICPR.2014.348,inproceedings,2014.0,2014 22nd International Conference on Pattern Recognition,Kernelized Structural Classification for 3D Dogs Body Parts Detection
10.1109/TMTT.1960.1124720,article,1960.0,IRE Transactions on Microwave Theory and Techniques,Complementarity in the Study of Transmission Lines
10.1109/IJCNN48605.2020.9206892,inproceedings,2020.0,2020 International Joint Conference on Neural Networks (IJCNN),K-mer Neural Embedding Performance Analysis Using Amino Acid Codons
10.1109/ITHET.2013.6671003,inproceedings,2013.0,2013 12th International Conference on Information Technology Based Higher Education and Training (ITHET),On assessment of students' academic achievement considering categorized individual differences at engineering education (Neural Networks Approach)
10.1109/CDC.2003.1272926,inproceedings,2003.0,42nd IEEE International Conference on Decision and Control (IEEE Cat. No.03CH37475),Dynamics of ancillary service prices in power distribution systems
10.1109/ISSPA.2012.6310638,inproceedings,2012.0,"2012 11th International Conference on Information Science, Signal Processing and their Applications (ISSPA)",Arabic adaptation of Phonology and Memory test using entropy-based analysis of word complexity
10.1109/ICISCI53188.2022.9941455,inproceedings,2022.0,2022 International Conference on Intelligent Systems and Computational Intelligence (ICISCI),Early-Stage Diagnosis of Panax Notoginseng Plant Blight Disease by Multispectral Imaging
10.1109/GRC.2009.5255057,inproceedings,2009.0,2009 IEEE International Conference on Granular Computing,Exploiting various information for knowledge element relation recognition
10.1109/ACCESS.2023.3332361,article,2023.0,IEEE Access,Toward a Low-Resource Non-Latin-Complete Baseline: An Exploration of Khmer Optical Character Recognition
10.1109/51.853487,article,2000.0,IEEE Engineering in Medicine and Biology Magazine,Modulation transfer functions for quality assurance of mammographic systems
10.1109/TANE3.1955.4201394,article,1955.0,IRE Transactions on Aeronautical and Navigational Electronics,An Analytic Approach Toward Air Traffic Control
10.1109/CVPR52733.2024.02566,inproceedings,2024.0,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),Link-Context Learning for Multimodal LLMs
10.1109/IPDPS.2002.1015558,inproceedings,2002.0,Proceedings 16th International Parallel and Distributed Processing Symposium,Hybrid predication model for instruction level parallelism
10.1109/DEMOcon63027.2024.10747876,inproceedings,2024.0,2024 IEEE Digital Education and MOOCS Conference (DEMOcon),The Event Database: Enhancing Exam Preparation and Performance Based on Open-Content Subjects Supported by Collective Intelligence
10.1109/TOH.2024.3444491,article,2024.0,IEEE Transactions on Haptics,Optimized Sandwich and Topological Structures for Enhanced Haptic Transparency
10.1109/WACV.2017.92,inproceedings,2017.0,2017 IEEE Winter Conference on Applications of Computer Vision (WACV),Hardware-Centric Vision Processing for Mobile IoT Environment Exploiting Approximate Graph Cut in Resistor Grid
10.1109/ITSC58415.2024.10919686,inproceedings,2024.0,2024 IEEE 27th International Conference on Intelligent Transportation Systems (ITSC),The Machine Vision Iceberg Explained: Advancing Dynamic Testing by Considering Holistic Environmental Relations
10.1109/ICRA57147.2024.10611501,inproceedings,2024.0,2024 IEEE International Conference on Robotics and Automation (ICRA),Multi-query TDSP for Path Planning in Time-varying Flow Fields
10.1109/ICETA48886.2019.9040028,inproceedings,2019.0,2019 17th International Conference on Emerging eLearning Technologies and Applications (ICETA),Conceptual Modeling in e-Learning and its Relation to the Educational Content Quality
10.1109/TASC.2024.3421903,article,2024.0,IEEE Transactions on Applied Superconductivity,Artificial-Intelligence-Driven Model for Resistive Superconducting Fault Current Limiter in Future Electric Aircraft
10.1109/AUTEEE50969.2020.9315588,inproceedings,2020.0,"2020 IEEE 3rd International Conference on Automation, Electronics and Electrical Engineering (AUTEEE)",A Shilling Attack Model Based on TextCNN
10.23919/ECC64448.2024.10591023,inproceedings,2024.0,2024 European Control Conference (ECC),Coalitional Model Predictive Control of Building Zones Temperatures
10.1109/ACCESS.2017.2780087,article,2018.0,IEEE Access,"Edge of Things: The Big Picture on the Integration of Edge, IoT and the Cloud in a Distributed Computing Environment"
10.1109/MNET.2011.6033034,article,2011.0,IEEE Network,Reliable overlay topology design for the smart microgrid network
10.1109/JSEN.2018.2864539,article,2018.0,IEEE Sensors Journal,Development of a Portable Electrical Impedance Tomography System for Biomedical Applications
