doi,type,year,source,title
10.1007/978-3-642-54516-0_13,incollection,2014.0,Computational Approaches to Analogical Reasoning: Current Trends,An {Information}-{Processing} {Theory} of {Interactive} {Analogical} {Retrieval}
10.1007/978-3-319-01860-7_33,inproceedings,2014.0,Progress in Turbulence V,Sound {Generation} in {Plane} {Couette} {Flow}: {A} {Failure} of {Lighthill}’s {Analogy}
10.1007/978-3-319-13102-3_56,inproceedings,2014.0,Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services,Evaluation of “{Fair} {Trade}” {Metaphor} as a {Control} {Privacy} {Method} for {Pervasive} {Environments}
10.1007/978-981-4021-93-7_15,incollection,2013.0,"Creativity, Talent and Excellence",Effects of {Video} {Source} {Presentation} and {Cue} {Retrieval} on {Analogical} {Problem} {Solving}
10.1007/978-3-642-40483-2_49,inproceedings,2013.0,Human-Computer Interaction – INTERACT 2013,An {Evaluation} of {Stacking} and {Tiling} {Features} within the {Traditional} {Desktop} {Metaphor}
10.1007/978-3-642-35659-9_9,inproceedings,2012.0,Quantum Interaction,Many {Paths} {Lead} to {Discovery}: {Analogical} {Retrieval} of {Cancer} {Therapies}
10.1007/978-3-642-33266-1_50,inproceedings,2012.0,Artificial Neural Networks and Machine Learning – ICANN 2012,Examining an {Evaluation} {Mechanism} of {Metaphor} {Generation} with {Experiments} and {Computational} {Model} {Simulation}
10.1007/s11023-010-9210-2,article,2010.0,Minds & Machines,"Story {Planning}: {Creativity} {Through} {Exploration}, {Retrieval}, and {Analogical} {Transformation}"
10.1007/978-3-642-25631-8_44,inproceedings,2011.0,Information Retrieval Technology,Maintaining {Passage} {Retrieval} {Information} {Need} {Using} {Analogical} {Reasoning} in a {Question} {Answering} {Task}
10.1007/978-3-642-24971-6_16,inproceedings,2011.0,Quantum Interaction,Senses in {Which} {Quantum} {Theory} {Is} an {Analogy} for {Information} {Retrieval} and {Science}
10.1007/978-3-642-21735-7_46,inproceedings,2011.0,Artificial Neural Networks and Machine Learning – ICANN 2011,Topic-{Dependent} {Document} {Ranking}: {Citation} {Network} {Analysis} by {Analogy} to {Memory} {Retrieval} in the {Brain}
10.1007/s11071-010-9714-6,article,2010.0,Nonlinear Dyn,Experimental characterization of nonlinear systems: a real-time evaluation of the analogous {Chua}’s circuit behavior
10.1007/978-3-642-15822-3_18,inproceedings,2010.0,Artificial Neural Networks – ICANN 2010,A {Computational} {System} of {Metaphor} {Generation} with {Evaluation} {Mechanism}
10.1007/978-3-642-16438-5_43,inproceedings,2010.0,Knowledge Engineering and Management by the Masses,Reasoning by {Analogy} in the {Generation} of {Domain} {Acceptable} {Ontology} {Refinements}
10.1134/S1063783409090133,article,2009.0,Phys. Solid State,Generation of coherent phonons in opaque crystals: {A} radio engineering analogy
10.1007/978-3-642-04274-4_80,inproceedings,2009.0,Artificial Neural Networks – ICANN 2009,A {Neural} {Network} {Model} of {Metaphor} {Generation} with {Dynamic} {Interaction}
10.1007/978-1-4020-6712-9_4,incollection,2008.0,Creative Model Construction in Scientists and Students,Methods {Experts} {Use} to {Evaluate} an {Analogy} {Relation}
10.3758/BF03193098,article,2007.0,Psychonomic Bulletin & Review,Auditory presentation leads to better analogical retrieval than written presentation
10.1007/978-3-540-76833-3_273,incollection,2008.0,Formulas of Acoustics,"Acoustic {Analogy} in {Terms} of {Entropy}, {HeatSources} as {Sound} {Sources}, {Sound} {Generation} by {TurbulentTwo}-{Phase} {Flowentropy}"
10.3758/BF03193454,article,2007.0,Memory & Cognition,Converging on a new role for analogy in problem solving and retrieval: when two problems are better than one
10.1057/9780230591608_6,incollection,2007.0,"Literature, Metaphor, and the Foreign Language Learner",Evaluation of {Metaphor} in {Literature}
10.1007/s10489-006-8868-x,article,2006.0,Appl Intell,Visual analogy: {Viewing} analogical retrieval and mapping as constraint satisfaction problems
10.1007/978-1-4020-4833-3_13,incollection,2007.0,Magnetohydrodynamics: Historical Evolution and Trends,How {Analogous} is {Generation} of {Vorticity} and {Passive} {Vectors} ({Magnetic} {Fields})?
10.1007/978-3-540-74958-5_49,inproceedings,2007.0,Machine Learning: ECML 2007,Learning a {Classifier} with {Very} {Few} {Examples}: {Analogy} {Based} and {Knowledge} {Based} {Generation} of {New} {Examples} for {Character} {Recognition}
10.1007/978-3-540-33866-6_50,inproceedings,2007.0,Wind Energy,Prediction of {Wind} {Turbine} {Noise} {Generation} and {Propagation} based on an {Acoustic} {Analogy}
10.1007/BF03395491,article,2004.0,Psychol Rec,A functional-analytic model of analogy using the {Relational} {Evaluation} {Procedure}
10.1007/978-1-4471-0035-5_16,incollection,2003.0,Designing Information Spaces: The Social Navigation Approach,Navigation: {Within} and {Beyond} the {Metaphor} in {Interface} {Design} and {Evaluation}
10.1007/3-540-44819-5_10,inproceedings,2001.0,Multimedia Databases and Image Communication,Content {Image} {Retrieval}: {A} {New} {Query} {Paradigm} {Toward} {Analogy} {Based} {Indexing}
10.1023/A:1007522626070,article,2000.0,Pharm Res,Evaluation of {Blood}-{Brain} {Barrier} {Passage} of a {Muscarine} {M1} {Agonist} and a {Series} of {Analogous} {Tetrahydropyridines} {Measured} by {In} {Vivo} {Microdialysis}
